Epoch	Train Loss	Valid Loss	Train Acc.	Valid Acc.	Time	Learning Rate	
0.000000	1.594863	1.463571	40.184000	49.050000	85.245918	[0.01, 0.01, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.09491628518433007, 0.09491628518433007, 0.1, 0.1, 0.08328605383016045, 0.08328605383016045, 0.1, 0.1, 0.03369788306852426, 0.03369788306852426, 0.1, 0.1, 0.032486722464756944, 0.032486722464756944, 0.07514677745073196, 0.07514677745073196, 0.017827150649504117, 0.017827150649504117, 0.04791946366617318, 0.04791946366617318, 0.016770572339141913, 0.016770572339141913, 0.010111924047990304, 0.010111924047990304]	
1.000000	1.103769	1.124108	60.860000	62.340000	78.860617	[0.01, 0.01, 0.04864962730370063, 0.04864962730370063, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.07774584227713867, 0.07774584227713867, 0.1, 0.1, 0.059683692325689264, 0.059683692325689264, 0.1, 0.1, 0.05058476881900289, 0.05058476881900289, 0.1, 0.1, 0.03428124741737054, 0.03428124741737054, 0.1, 0.1, 0.02493654160055173, 0.02493654160055173, 0.08375702867858227, 0.08375702867858227, 0.024980983068579536, 0.024980983068579536, 0.0564971933749133, 0.0564971933749133, 0.013661711203838672, 0.013661711203838672, 0.038817299327746364, 0.038817299327746364, 0.013453777974877706, 0.013453777974877706, 0.008742606934680605, 0.008742606934680605]	
2.000000	0.875628	0.858735	69.982000	70.590000	78.904372	[0.01, 0.01, 0.05597261971857157, 0.05597261971857157, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.06203870802788503, 0.06203870802788503, 0.1, 0.1, 0.05206511030409759, 0.05206511030409759, 0.1, 0.1, 0.03977494158159413, 0.03977494158159413, 0.1, 0.1, 0.02727556237626406, 0.02727556237626406, 0.09556069690324659, 0.09556069690324659, 0.017923471378248183, 0.017923471378248183, 0.07049142011253161, 0.07049142011253161, 0.017056724688930668, 0.017056724688930668, 0.04708326217847716, 0.04708326217847716, 0.009118594628800263, 0.009118594628800263, 0.03243724094726159, 0.03243724094726159, 0.01081923922945594, 0.01081923922945594, 0.005319274429450281, 0.005319274429450281]	
3.000000	0.745684	0.780443	74.860000	74.100000	78.960566	[0.01, 0.01, 0.042155587632024705, 0.042155587632024705, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.08112946341885577, 0.08112946341885577, 0.1, 0.1, 0.046909357470140696, 0.046909357470140696, 0.1, 0.1, 0.04085855833410647, 0.04085855833410647, 0.1, 0.1, 0.030135032094303772, 0.030135032094303772, 0.1, 0.1, 0.022285900534355214, 0.022285900534355214, 0.07997181336566019, 0.07997181336566019, 0.01733937909258337, 0.01733937909258337, 0.057605411924444204, 0.057605411924444204, 0.013235798333175784, 0.013235798333175784, 0.03967434951315183, 0.03967434951315183, 0.009753385046056572, 0.009753385046056572, 0.03553893594989301, 0.03553893594989301, 0.013202699863378476, 0.013202699863378476, 0.0066118420316232255, 0.0066118420316232255]	
4.000000	0.665823	0.763826	77.730000	74.100000	79.246827	[0.01, 0.01, 0.0298298225238917, 0.0298298225238917, 0.1, 0.1, 0.0826466480568239, 0.0826466480568239, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.08327111566616205, 0.08327111566616205, 0.1, 0.1, 0.0692769403305778, 0.0692769403305778, 0.1, 0.1, 0.04089611435182446, 0.04089611435182446, 0.1, 0.1, 0.03588454058931119, 0.03588454058931119, 0.1, 0.1, 0.028519724195998606, 0.028519724195998606, 0.1, 0.1, 0.024706897031917908, 0.024706897031917908, 0.09032877924586377, 0.09032877924586377, 0.016750228092736012, 0.016750228092736012, 0.06313882057613376, 0.06313882057613376, 0.014913596233869189, 0.014913596233869189, 0.03973400959985401, 0.03973400959985401, 0.008573409518646552, 0.008573409518646552, 0.03096623927643971, 0.03096623927643971, 0.009637782598131243, 0.009637782598131243, 0.004766763173116457, 0.004766763173116457]	
5.000000	0.601824	0.592886	79.758000	80.290000	79.268310	[0.01, 0.01, 0.02895927412812048, 0.02895927412812048, 0.1, 0.1, 0.06858952228621326, 0.06858952228621326, 0.1, 0.1, 0.09852190815691286, 0.09852190815691286, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.09070034356520859, 0.09070034356520859, 0.1, 0.1, 0.0773742650638923, 0.0773742650638923, 0.1, 0.1, 0.06615417749669958, 0.06615417749669958, 0.1, 0.1, 0.040611064307105586, 0.040611064307105586, 0.1, 0.1, 0.03164793077726941, 0.03164793077726941, 0.1, 0.1, 0.026048935149016454, 0.026048935149016454, 0.1, 0.1, 0.01926230421231743, 0.01926230421231743, 0.07893720057674558, 0.07893720057674558, 0.01433228990542774, 0.01433228990542774, 0.053899249566394455, 0.053899249566394455, 0.012665608778257469, 0.012665608778257469, 0.03904352228451479, 0.03904352228451479, 0.008698582408121144, 0.008698582408121144, 0.028766707379233047, 0.028766707379233047, 0.010757772263124552, 0.010757772263124552, 0.005046146746004458, 0.005046146746004458]	
6.000000	0.553967	0.735464	81.584000	75.700000	79.282412	[0.01, 0.01, 0.026807986179944825, 0.026807986179944825, 0.1, 0.1, 0.0504058248867023, 0.0504058248867023, 0.1, 0.1, 0.07247937582916572, 0.07247937582916572, 0.1, 0.1, 0.08038694461988861, 0.08038694461988861, 0.1, 0.1, 0.08072249855554432, 0.08072249855554432, 0.1, 0.1, 0.07502138575176641, 0.07502138575176641, 0.1, 0.1, 0.06217790705106219, 0.06217790705106219, 0.1, 0.1, 0.05507523788506305, 0.05507523788506305, 0.1, 0.1, 0.03377489212964398, 0.03377489212964398, 0.1, 0.1, 0.0317375204625612, 0.0317375204625612, 0.1, 0.1, 0.023762224049721694, 0.023762224049721694, 0.1, 0.1, 0.020716559135979723, 0.020716559135979723, 0.07710271066629598, 0.07710271066629598, 0.014866763107399473, 0.014866763107399473, 0.05236063061771363, 0.05236063061771363, 0.012476069457542165, 0.012476069457542165, 0.036227429622096186, 0.036227429622096186, 0.010221668286811512, 0.010221668286811512, 0.032032732718942025, 0.032032732718942025, 0.010664196675104208, 0.010664196675104208, 0.005004551424059673, 0.005004551424059673]	
7.000000	0.522961	0.622902	82.720000	80.200000	79.343782	[0.01, 0.01, 0.028867074897689252, 0.028867074897689252, 0.1, 0.1, 0.06097428182703843, 0.06097428182703843, 0.1, 0.1, 0.07572481004851427, 0.07572481004851427, 0.1, 0.1, 0.07700420341040867, 0.07700420341040867, 0.1, 0.1, 0.08844205756777228, 0.08844205756777228, 0.1, 0.1, 0.07257646941175716, 0.07257646941175716, 0.1, 0.1, 0.062422472966690894, 0.062422472966690894, 0.1, 0.1, 0.051658440261654885, 0.051658440261654885, 0.1, 0.1, 0.034784381915177236, 0.034784381915177236, 0.1, 0.1, 0.027330264037551392, 0.027330264037551392, 0.1, 0.1, 0.019312805146480757, 0.019312805146480757, 0.1, 0.1, 0.015763842796122144, 0.015763842796122144, 0.0617635585583631, 0.0617635585583631, 0.01219572837352429, 0.01219572837352429, 0.04384116804905868, 0.04384116804905868, 0.011010741636531112, 0.011010741636531112, 0.03135772958536455, 0.03135772958536455, 0.007763201381844931, 0.007763201381844931, 0.031445553473883774, 0.031445553473883774, 0.01125774252054114, 0.01125774252054114, 0.00581721602184728, 0.00581721602184728]	
8.000000	0.492764	0.603926	83.716000	80.370000	79.228733	[0.01, 0.01, 0.02808608272657098, 0.02808608272657098, 0.1, 0.1, 0.0436984504263762, 0.0436984504263762, 0.1, 0.1, 0.053315342388701954, 0.053315342388701954, 0.1, 0.1, 0.05669150455568704, 0.05669150455568704, 0.1, 0.1, 0.05693596434257774, 0.05693596434257774, 0.1, 0.1, 0.047637840511414516, 0.047637840511414516, 0.1, 0.1, 0.0406604835895275, 0.0406604835895275, 0.1, 0.1, 0.03358349793254637, 0.03358349793254637, 0.1, 0.1, 0.021394621714135163, 0.021394621714135163, 0.1, 0.1, 0.017418898064431972, 0.017418898064431972, 0.1, 0.1, 0.01323004741712859, 0.01323004741712859, 0.07602931237741106, 0.07602931237741106, 0.01094859944422681, 0.01094859944422681, 0.0390065665828369, 0.0390065665828369, 0.006984613830400609, 0.006984613830400609, 0.025400642136573098, 0.025400642136573098, 0.005646616650681712, 0.005646616650681712, 0.018068855014630913, 0.018068855014630913, 0.004250629109130479, 0.004250629109130479, 0.01651451444700657, 0.01651451444700657, 0.007020080938691915, 0.007020080938691915, 0.002317283210242861, 0.002317283210242861]	
9.000000	0.460257	0.569895	84.844000	81.850000	79.139841	[0.01, 0.01, 0.023215687630475126, 0.023215687630475126, 0.1, 0.1, 0.0420042444021528, 0.0420042444021528, 0.1, 0.1, 0.05575382690004073, 0.05575382690004073, 0.1, 0.1, 0.055873996982152827, 0.055873996982152827, 0.1, 0.1, 0.05507248244242871, 0.05507248244242871, 0.1, 0.1, 0.044507277420085416, 0.044507277420085416, 0.1, 0.1, 0.03993184434350191, 0.03993184434350191, 0.1, 0.1, 0.030647445803237975, 0.030647445803237975, 0.1, 0.1, 0.020205798599437386, 0.020205798599437386, 0.1, 0.1, 0.017564462185300368, 0.017564462185300368, 0.1, 0.1, 0.013155110960386627, 0.013155110960386627, 0.09237987544921182, 0.09237987544921182, 0.01234040269187729, 0.01234040269187729, 0.05055461779482668, 0.05055461779482668, 0.009990763063697948, 0.009990763063697948, 0.03663666512556863, 0.03663666512556863, 0.008310558637618195, 0.008310558637618195, 0.02687808648337095, 0.02687808648337095, 0.007157727618316546, 0.007157727618316546, 0.02422478249241552, 0.02422478249241552, 0.007296726917690678, 0.007296726917690678, 0.003332843696155466, 0.003332843696155466]	
