Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.100000	2.500994	2.229006	12.044000	13.410000	
0.100000	2.060122	1.883731	20.354000	25.420000	
0.100000	1.840093	1.709043	27.498000	33.070000	
0.100000	1.692629	1.704760	33.826000	35.140000	
0.100000	1.520587	1.416292	42.398000	47.310000	
0.100000	1.303751	1.216722	52.750000	56.370000	
0.100000	1.117941	1.184146	60.728000	58.070000	
0.100000	0.973963	1.405296	66.136000	53.300000	
0.100000	0.874988	1.037162	70.096000	64.510000	
0.100000	0.807054	0.952213	72.864000	68.250000	
0.100000	0.750457	1.090680	74.978000	63.670000	
0.100000	0.706897	0.983949	76.802000	68.200000	
0.100000	0.671457	0.818781	78.072000	72.850000	
0.100000	0.656313	0.780078	78.510000	74.090000	
0.100000	0.629580	1.061906	79.484000	68.460000	
0.100000	0.614894	0.828568	80.136000	74.340000	
0.100000	0.608545	1.031386	80.190000	69.640000	
0.100000	0.586464	0.757726	81.026000	76.130000	
0.100000	0.578575	0.969679	81.344000	71.410000	
0.100000	0.561644	0.833825	81.956000	73.730000	
0.100000	0.552443	1.528655	82.026000	62.150000	
0.100000	0.549143	0.748168	82.248000	77.350000	
0.100000	0.533083	0.594100	82.832000	80.250000	
0.100000	0.531336	0.661833	82.800000	79.510000	
0.100000	0.522492	0.740024	83.172000	76.800000	
0.100000	0.510078	1.096122	83.546000	67.500000	
0.100000	0.513571	0.863231	83.378000	74.910000	
0.100000	0.503774	0.912389	83.744000	72.390000	
0.100000	0.502145	0.733612	83.814000	77.400000	
0.100000	0.492949	0.879536	84.006000	73.040000	
0.100000	0.486250	0.675634	84.180000	78.980000	
0.100000	0.484180	0.800645	84.406000	75.930000	
0.100000	0.483195	0.632033	84.378000	80.160000	
0.100000	0.476065	0.599505	84.608000	81.250000	
0.100000	0.471828	0.851856	84.818000	73.540000	
0.100000	0.471654	0.992122	84.704000	70.960000	
0.100000	0.468627	0.913645	84.698000	71.210000	
0.100000	0.462683	0.610682	84.894000	80.550000	
0.100000	0.461386	0.656586	84.836000	78.560000	
0.100000	0.447941	0.582834	85.474000	81.000000	
0.100000	0.463335	0.768889	84.970000	77.160000	
0.100000	0.454516	0.676258	85.280000	80.040000	
0.100000	0.456603	0.826088	85.374000	74.910000	
0.100000	0.456175	0.629440	85.088000	79.790000	
0.100000	0.446645	0.685215	85.584000	78.660000	
0.100000	0.452941	0.620718	85.352000	80.450000	
0.100000	0.442499	0.561594	85.542000	82.460000	
0.100000	0.448752	0.689505	85.262000	78.410000	
0.100000	0.442852	0.524708	85.518000	83.090000	
0.100000	0.447961	0.804092	85.386000	74.490000	
0.100000	0.432009	0.678452	85.926000	79.470000	
0.100000	0.441067	0.746119	85.488000	76.410000	
0.100000	0.434408	0.789766	85.804000	75.770000	
0.100000	0.435299	0.571770	85.810000	81.450000	
0.100000	0.435873	0.915102	85.786000	72.940000	
0.100000	0.440865	0.827304	85.632000	77.460000	
0.100000	0.431648	0.564602	86.078000	82.190000	
0.100000	0.426569	0.756694	86.220000	76.850000	
0.100000	0.434203	0.959519	85.932000	73.340000	
0.100000	0.431301	0.841676	86.110000	75.490000	
0.100000	0.423538	0.651238	86.260000	79.570000	
0.100000	0.425119	0.655525	86.244000	78.640000	
0.100000	0.423833	0.656030	86.160000	79.440000	
0.100000	0.416795	0.601958	86.586000	81.120000	
0.100000	0.434990	0.825634	85.738000	75.750000	
0.100000	0.432197	0.518523	85.954000	83.080000	
0.100000	0.412719	0.496091	86.654000	83.960000	
