Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.000500	0.005115	1.546420	99.936000	67.510000	
0.000500	0.005196	1.548011	99.932000	67.460000	
0.000500	0.004701	1.536645	99.948000	67.810000	
0.000500	0.004700	1.536116	99.938000	67.410000	
0.000500	0.004694	1.534637	99.946000	67.540000	
0.000500	0.004809	1.532615	99.932000	67.480000	
0.000500	0.004525	1.529156	99.946000	67.550000	
0.000500	0.004566	1.528979	99.934000	67.810000	
0.000500	0.004263	1.530316	99.960000	67.490000	
0.000500	0.004465	1.527976	99.954000	67.630000	
0.000500	0.004334	1.530228	99.950000	67.630000	
0.000500	0.004246	1.527326	99.938000	67.640000	
0.000500	0.004339	1.527543	99.950000	67.580000	
0.000500	0.004292	1.526258	99.950000	67.840000	
0.000500	0.004144	1.524127	99.956000	67.590000	
0.000500	0.004150	1.523380	99.962000	67.630000	
0.000050	0.004065	1.523945	99.958000	67.860000	
0.000050	0.004089	1.524952	99.972000	67.650000	
0.000050	0.004094	1.521037	99.956000	67.770000	
0.000050	0.003969	1.523588	99.962000	67.590000	
0.000050	0.003996	1.523625	99.962000	67.650000	
0.000050	0.004017	1.521463	99.966000	67.590000	
0.000050	0.004026	1.522356	99.966000	67.570000	
0.000050	0.004087	1.519187	99.950000	67.680000	
0.000050	0.004014	1.523340	99.964000	67.540000	
0.000050	0.004059	1.518671	99.958000	67.700000	
0.000050	0.004110	1.517740	99.958000	67.790000	
0.000050	0.003923	1.520835	99.962000	67.830000	
0.000050	0.004068	1.514868	99.962000	67.840000	
0.000050	0.004036	1.522708	99.950000	67.720000	
0.000050	0.004223	1.517955	99.954000	67.740000	
0.000050	0.004020	1.521030	99.962000	67.800000	
0.000050	0.004010	1.520823	99.952000	67.870000	
0.000050	0.003936	1.519485	99.954000	67.600000	
0.000050	0.003989	1.520348	99.970000	67.690000	
0.000050	0.004081	1.521018	99.962000	67.590000	
0.000050	0.003844	1.519452	99.962000	67.720000	
0.000050	0.004045	1.522710	99.954000	67.630000	
0.000050	0.003869	1.520478	99.966000	67.770000	
0.000050	0.003946	1.519025	99.956000	67.710000	
0.000050	0.004039	1.517766	99.952000	67.740000	
0.000050	0.003977	1.514848	99.952000	67.800000	
0.000050	0.003946	1.518088	99.964000	67.600000	
0.000050	0.003786	1.522639	99.972000	67.700000	
0.000050	0.003914	1.516732	99.968000	67.850000	
0.000050	0.004106	1.519239	99.958000	67.730000	
0.000050	0.003960	1.520449	99.962000	67.790000	
0.000050	0.003712	1.516693	99.978000	67.860000	
0.000050	0.003873	1.521128	99.970000	67.600000	
0.000050	0.004102	1.513737	99.956000	67.670000	
0.000050	0.003793	1.515503	99.968000	67.790000	
0.000050	0.003699	1.514698	99.970000	67.800000	
0.000050	0.003959	1.519864	99.954000	67.630000	
0.000050	0.004017	1.516583	99.964000	67.620000	
0.000050	0.003798	1.519386	99.966000	67.650000	
0.000050	0.003721	1.512443	99.958000	67.700000	
0.000050	0.003717	1.516411	99.970000	67.770000	
0.000050	0.003745	1.517205	99.968000	67.720000	
