Learning Rate	Train Loss	Valid Loss	Train Acc.	Valid Acc.	
0.005000	1.571872	1.326165	41.590000	52.040000	
0.005000	1.120052	1.154575	59.810000	59.570000	
0.005000	0.899645	0.840425	68.114000	70.220000	
0.005000	0.754016	0.694217	73.536000	76.030000	
0.005000	0.669053	0.635939	76.786000	78.410000	
0.005000	0.601015	0.663463	78.910000	77.830000	
0.005000	0.549601	0.600291	80.842000	79.680000	
0.005000	0.507157	0.618823	82.334000	79.160000	
0.005000	0.467580	0.676504	83.778000	77.280000	
0.005000	0.435920	0.527314	84.886000	82.450000	
0.005000	0.412600	0.513460	85.620000	82.890000	
0.005000	0.385489	0.585282	86.542000	81.410000	
0.005000	0.356772	0.486164	87.638000	84.170000	
0.005000	0.342457	0.509927	88.186000	84.040000	
0.005000	0.323366	0.582382	88.804000	81.380000	
0.005000	0.307914	0.443251	89.348000	85.710000	
0.005000	0.289109	0.451357	89.936000	85.680000	
0.005000	0.280121	0.468593	90.282000	85.240000	
0.005000	0.262727	0.485277	90.864000	84.890000	
0.005000	0.247557	0.436567	91.306000	86.820000	
0.005000	0.237728	0.451708	91.648000	85.640000	
0.005000	0.227652	0.429855	92.060000	86.320000	
0.005000	0.214099	0.479488	92.524000	85.320000	
0.005000	0.205044	0.456007	92.826000	86.000000	
0.005000	0.194891	0.491582	93.204000	85.540000	
0.005000	0.189854	0.456449	93.358000	86.250000	
0.005000	0.181606	0.435857	93.588000	86.970000	
0.005000	0.172978	0.448758	93.934000	86.800000	
0.005000	0.163392	0.453071	94.282000	86.800000	
0.005000	0.160833	0.418011	94.280000	87.550000	
0.005000	0.145498	0.443097	94.918000	87.180000	
0.005000	0.147188	0.482675	94.860000	86.160000	
0.005000	0.143000	0.449706	94.908000	87.010000	
0.005000	0.136033	0.440261	95.254000	87.480000	
0.005000	0.130564	0.427824	95.426000	87.770000	
0.005000	0.127317	0.409085	95.500000	88.260000	
0.005000	0.119316	0.422018	95.818000	87.770000	
0.005000	0.118448	0.432580	95.818000	87.820000	
0.005000	0.110956	0.449657	96.058000	87.470000	
0.005000	0.108720	0.426449	96.206000	88.490000	
0.005000	0.109823	0.444624	96.092000	87.850000	
0.005000	0.104993	0.427845	96.246000	88.090000	
0.005000	0.100735	0.410306	96.398000	88.670000	
0.005000	0.096815	0.472221	96.528000	87.210000	
0.005000	0.094306	0.456578	96.712000	87.930000	
0.005000	0.094882	0.443922	96.552000	87.870000	
0.005000	0.081899	0.444127	97.182000	88.410000	
0.005000	0.090593	0.439282	96.802000	87.880000	
0.005000	0.086039	0.455891	96.966000	87.760000	
0.005000	0.084002	0.417367	97.004000	88.820000	
0.005000	0.080046	0.482092	97.224000	87.970000	
0.005000	0.079248	0.464608	97.310000	88.090000	
0.005000	0.079528	0.428370	97.278000	88.730000	
0.005000	0.080527	0.429250	97.124000	88.800000	
0.005000	0.076152	0.431101	97.288000	88.640000	
0.005000	0.076148	0.455804	97.288000	88.320000	
0.005000	0.070835	0.455157	97.532000	88.590000	
0.005000	0.071314	0.441119	97.516000	88.610000	
0.005000	0.071143	0.433286	97.554000	88.740000	
